Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02 00:00:00-05:00,32.310001373291016,32.5,31.959999084472656,32.29999923706055,32.29999923706055,10694420
2020-01-03 00:00:00-05:00,31.709999084472656,32.099998474121094,31.260000228881836,31.520000457763672,31.520000457763672,14440378
2020-01-06 00:00:00-05:00,31.229999542236328,31.709999084472656,31.15999984741211,31.639999389648438,31.639999389648438,12585831
2020-01-07 00:00:00-05:00,31.799999237060547,32.69499969482422,31.719999313354492,32.540000915527344,32.540000915527344,13484461
2020-01-08 00:00:00-05:00,32.349998474121094,33.400001525878906,32.349998474121094,33.04999923706055,33.04999923706055,14637344
2020-01-09 00:00:00-05:00,33.529998779296875,33.540000915527344,33.0,33.220001220703125,33.220001220703125,10892335
2020-01-10 00:00:00-05:00,32.86000061035156,33.0099983215332,32.459999084472656,32.779998779296875,32.779998779296875,11060324
2020-01-13 00:00:00-05:00,32.970001220703125,33.06999969482422,32.4900016784668,32.689998626708984,32.689998626708984,11008264
2020-01-14 00:00:00-05:00,32.689998626708984,33.119998931884766,32.63999938964844,32.81999969482422,32.81999969482422,9816501
2020-01-15 00:00:00-05:00,32.9900016784668,33.5099983215332,32.95000076293945,33.22999954223633,33.22999954223633,11262325
2020-01-16 00:00:00-05:00,33.5,34.27000045776367,33.029998779296875,34.189998626708984,34.189998626708984,19919940
2020-01-17 00:00:00-05:00,33.819698333740234,34.38999938964844,33.58000183105469,34.220001220703125,34.220001220703125,19303535
2020-01-21 00:00:00-05:00,34.08000183105469,34.3849983215332,33.869998931884766,34.09000015258789,34.09000015258789,17055610
2020-01-22 00:00:00-05:00,34.290000915527344,34.540000915527344,33.95500183105469,34.02000045776367,34.02000045776367,12851777
2020-01-23 00:00:00-05:00,33.9900016784668,34.36000061035156,33.720001220703125,33.88999938964844,33.88999938964844,14887188
2020-01-24 00:00:00-05:00,34.11000061035156,34.11000061035156,32.970001220703125,33.189998626708984,33.189998626708984,12336565
2020-01-27 00:00:00-05:00,32.310001373291016,32.93000030517578,32.150001525878906,32.779998779296875,32.779998779296875,11800757
2020-01-28 00:00:00-05:00,33.060001373291016,33.65999984741211,32.849998474121094,33.41999816894531,33.41999816894531,9739386
2020-01-29 00:00:00-05:00,33.59000015258789,33.880001068115234,33.292701721191406,33.630001068115234,33.630001068115234,7582161
2020-01-30 00:00:00-05:00,32.86000061035156,33.22999954223633,32.38999938964844,33.220001220703125,33.220001220703125,12083785
2020-01-31 00:00:00-05:00,33.11000061035156,33.13999938964844,32.08000183105469,32.47999954223633,32.47999954223633,12033053
2020-02-03 00:00:00-05:00,32.560001373291016,33.2400016784668,32.45000076293945,33.06999969482422,33.06999969482422,14196194
2020-02-04 00:00:00-05:00,33.75,34.1150016784668,33.400001525878906,33.959999084472656,33.959999084472656,14598184
2020-02-05 00:00:00-05:00,34.0,34.15999984741211,33.189998626708984,33.38999938964844,33.38999938964844,20468190
2020-02-06 00:00:00-05:00,36.529998779296875,39.63999938964844,36.41999816894531,38.40999984741211,38.40999984741211,87659732
2020-02-07 00:00:00-05:00,37.630001068115234,38.150001525878906,36.84000015258789,37.029998779296875,37.029998779296875,31135081
2020-02-10 00:00:00-05:00,36.630001068115234,36.849998474121094,35.650001525878906,35.959999084472656,35.959999084472656,34860315
2020-02-11 00:00:00-05:00,36.119998931884766,36.279998779296875,35.53499984741211,35.650001525878906,35.650001525878906,14464738
2020-02-12 00:00:00-05:00,36.189998626708984,37.02000045776367,36.16999816894531,36.790000915527344,36.790000915527344,20716437
2020-02-13 00:00:00-05:00,36.43000030517578,37.31999969482422,36.209999084472656,37.15999984741211,37.15999984741211,19621434
2020-02-14 00:00:00-05:00,37.0,37.349998474121094,36.58000183105469,36.90999984741211,36.90999984741211,12210390
2020-02-18 00:00:00-05:00,36.779998779296875,38.06999969482422,36.68000030517578,38.060001373291016,38.060001373291016,16821347
2020-02-19 00:00:00-05:00,38.09000015258789,38.90999984741211,37.935001373291016,38.77000045776367,38.77000045776367,19068566
2020-02-20 00:00:00-05:00,38.7599983215332,39.060001373291016,37.95500183105469,39.04999923706055,39.04999923706055,17273369
2020-02-21 00:00:00-05:00,38.66999816894531,38.7599983215332,38.040000915527344,38.310001373291016,38.310001373291016,15326738
2020-02-24 00:00:00-05:00,36.5,36.59000015258789,35.29999923706055,35.88999938964844,35.88999938964844,25155384
2020-02-25 00:00:00-05:00,36.18000030517578,36.45000076293945,34.8849983215332,35.209999084472656,35.209999084472656,19841301
2020-02-26 00:00:00-05:00,35.279998779296875,35.81999969482422,34.435001373291016,34.630001068115234,34.630001068115234,18066349
2020-02-27 00:00:00-05:00,33.72999954223633,34.20000076293945,32.470001220703125,33.0099983215332,33.0099983215332,27234090
2020-02-28 00:00:00-05:00,31.860000610351562,33.369998931884766,31.510000228881836,33.20000076293945,33.20000076293945,33688909
2020-03-02 00:00:00-05:00,36.0,36.86000061035156,35.13999938964844,35.81999969482422,35.81999969482422,39914745
2020-03-03 00:00:00-05:00,36.02000045776367,36.47999954223633,34.40999984741211,34.93000030517578,34.93000030517578,22973059
2020-03-04 00:00:00-05:00,35.7599983215332,36.0,34.77000045776367,36.0,36.0,14980308
2020-03-05 00:00:00-05:00,35.029998779296875,35.72999954223633,34.52000045776367,34.970001220703125,34.970001220703125,14132158
2020-03-06 00:00:00-05:00,33.810001373291016,33.9900016784668,32.5099983215332,33.459999084472656,33.459999084472656,20361058
2020-03-09 00:00:00-04:00,31.809999465942383,35.36000061035156,30.6200008392334,32.459999084472656,32.459999084472656,41767571
2020-03-10 00:00:00-04:00,33.900001525878906,34.779998779296875,33.119998931884766,34.310001373291016,34.310001373291016,27327634
2020-03-11 00:00:00-04:00,33.29999923706055,33.455299377441406,30.010000228881836,31.299999237060547,31.299999237060547,27478301
2020-03-12 00:00:00-04:00,29.079999923706055,29.690000534057617,26.700000762939453,26.780000686645508,26.780000686645508,32519482
2020-03-13 00:00:00-04:00,28.829999923706055,29.40999984741211,26.400100708007812,29.290000915527344,29.290000915527344,29059112
2020-03-16 00:00:00-04:00,26.1200008392334,28.350000381469727,23.920000076293945,24.040000915527344,24.040000915527344,28768061
2020-03-17 00:00:00-04:00,24.3799991607666,25.84000015258789,23.18000030517578,24.479999542236328,24.479999542236328,28741680
2020-03-18 00:00:00-04:00,22.950000762939453,23.489999771118164,20.0,22.0,22.0,31012723
2020-03-19 00:00:00-04:00,22.110000610351562,25.170000076293945,20.655799865722656,24.1299991607666,24.1299991607666,29980029
2020-03-20 00:00:00-04:00,24.969999313354492,25.863800048828125,23.700000762939453,23.950000762939453,23.950000762939453,28250721
2020-03-23 00:00:00-04:00,23.799999237060547,25.25,23.5,24.690000534057617,24.690000534057617,21882578
2020-03-24 00:00:00-04:00,25.790000915527344,26.459999084472656,24.1299991607666,25.850000381469727,25.850000381469727,32815915
2020-03-25 00:00:00-04:00,25.850000381469727,27.459999084472656,24.520000457763672,25.969999313354492,25.969999313354492,25738824
2020-03-26 00:00:00-04:00,26.149999618530273,27.030000686645508,25.625,26.40999984741211,26.40999984741211,20453335
2020-03-27 00:00:00-04:00,25.559999465942383,25.829999923706055,24.760000228881836,25.290000915527344,25.290000915527344,22069283
2020-03-30 00:00:00-04:00,25.25,25.940000534057617,24.600000381469727,25.59000015258789,25.59000015258789,20720844
2020-03-31 00:00:00-04:00,25.790000915527344,26.33060073852539,24.399999618530273,24.559999465942383,24.559999465942383,24993383
2020-04-01 00:00:00-04:00,23.700000762939453,24.39419937133789,23.049999237060547,23.31999969482422,23.31999969482422,20026972
2020-04-02 00:00:00-04:00,23.0,23.579999923706055,22.360000610351562,23.020000457763672,23.020000457763672,17114776
2020-04-03 00:00:00-04:00,24.100000381469727,24.31999969482422,22.75,23.09000015258789,23.09000015258789,25029710
2020-04-06 00:00:00-04:00,24.100000381469727,25.049999237060547,23.790000915527344,24.93000030517578,24.93000030517578,26014880
2020-04-07 00:00:00-04:00,25.969999313354492,26.860000610351562,25.310199737548828,25.610000610351562,25.610000610351562,25831091
2020-04-08 00:00:00-04:00,26.78499984741211,28.459999084472656,25.920000076293945,27.860000610351562,27.860000610351562,31240846
2020-04-09 00:00:00-04:00,28.479999542236328,29.049999237060547,27.280000686645508,27.770000457763672,27.770000457763672,22233208
2020-04-13 00:00:00-04:00,27.549999237060547,27.6200008392334,26.239999771118164,27.209999084472656,27.209999084472656,15059939
2020-04-14 00:00:00-04:00,28.0,28.40999984741211,27.600000381469727,27.940000534057617,27.940000534057617,13766221
2020-04-15 00:00:00-04:00,27.100000381469727,27.639999389648438,26.75,27.510000228881836,27.510000228881836,15822235
